sample_id,timestamp,dl_mcs,ul_mcs,dl_snr_db,ul_snr_db,dl_rssi_dbm,ul_rssi_dbm,dl_rate_raw,dl_rate_mbps,source
924,2026-02-28 06:47:01-05:00,106.0,105.0,21.0,22.0,-75.0,-76.0,154M,154.0,anonymized_sample
925,2026-02-28 07:40:01-05:00,105.0,105.0,22.0,22.0,-76.0,-76.0,137M,137.0,anonymized_sample
926,2026-02-28 08:33:01-05:00,105.0,105.0,21.0,22.0,-76.0,-76.0,137M,137.0,anonymized_sample
927,2026-02-28 09:20:01-05:00,106.0,105.0,23.0,22.0,-75.0,-76.0,154M,154.0,anonymized_sample
928,2026-02-28 10:07:01-05:00,106.0,105.0,22.0,22.0,-76.0,-78.0,154M,154.0,anonymized_sample
929,2026-02-28 10:56:02-05:00,106.0,104.0,22.0,23.0,-76.0,-75.0,154M,154.0,anonymized_sample
930,2026-02-28 11:46:01-05:00,105.0,105.0,21.0,22.0,-76.0,-76.0,137M,137.0,anonymized_sample
931,2026-02-28 12:32:01-05:00,105.0,105.0,20.0,22.0,-76.0,-76.0,137M,137.0,anonymized_sample
932,2026-02-28 13:19:01-05:00,104.0,104.0,21.0,21.0,-75.0,-77.0,103M,103.0,anonymized_sample
933,2026-02-28 14:08:01-05:00,105.0,105.0,20.0,21.0,-77.0,-77.0,137M,137.0,anonymized_sample
934,2026-02-28 14:57:01-05:00,104.0,104.0,19.0,20.0,-79.0,-78.0,103M,103.0,anonymized_sample
935,2026-02-28 15:45:01-05:00,105.0,105.0,19.0,21.0,-79.0,-77.0,137M,137.0,anonymized_sample
936,2026-02-28 16:31:01-05:00,105.0,105.0,20.0,23.0,-78.0,-77.0,137M,137.0,anonymized_sample
937,2026-02-28 17:16:01-05:00,105.0,104.0,20.0,22.0,-76.0,-76.0,137M,137.0,anonymized_sample
938,2026-02-28 18:07:01-05:00,105.0,105.0,20.0,22.0,-77.0,-76.0,137M,137.0,anonymized_sample
939,2026-02-28 18:56:02-05:00,105.0,105.0,21.0,21.0,-77.0,-77.0,137M,137.0,anonymized_sample
940,2026-02-28 19:45:01-05:00,105.0,104.0,21.0,21.0,-76.0,-77.0,68M,68.0,anonymized_sample
941,2026-02-28 20:32:01-05:00,105.0,105.0,20.0,22.0,-76.0,-76.0,137M,137.0,anonymized_sample
942,2026-02-28 21:19:01-05:00,105.0,105.0,20.0,20.0,-77.0,-78.0,137M,137.0,anonymized_sample
943,2026-02-28 22:13:01-05:00,105.0,105.0,21.0,21.0,-75.0,-77.0,137M,137.0,anonymized_sample
944,2026-02-28 23:04:01-05:00,105.0,105.0,21.0,22.0,-77.0,-76.0,137M,137.0,anonymized_sample
945,2026-02-28 23:56:01-05:00,105.0,105.0,21.0,22.0,-77.0,-78.0,137M,137.0,anonymized_sample
946,2026-03-01 01:37:01-05:00,105.0,105.0,21.0,22.0,-77.0,-76.0,137M,137.0,anonymized_sample
947,2026-03-20 23:59:02-05:00,105.0,105.0,22.0,23.0,-74.0,-75.0,137M,137.0,anonymized_sample
948,2026-03-21 01:48:17-05:00,106.0,105.0,22.0,23.0,-75.0,-75.0,154M,154.0,anonymized_sample
949,2026-03-21 03:37:14-05:00,105.0,105.0,22.0,22.0,-75.0,-76.0,137M,137.0,anonymized_sample
950,2026-03-21 05:25:54-05:00,103.0,105.0,23.0,23.0,-74.0,-77.0,68M,68.0,anonymized_sample
951,2026-03-21 07:15:31-05:00,104.0,105.0,22.0,23.0,-74.0,-75.0,103M,103.0,anonymized_sample
952,2026-03-21 09:04:24-05:00,106.0,105.0,22.0,23.0,-76.0,-77.0,154M,154.0,anonymized_sample
953,2026-03-21 10:53:06-05:00,105.0,105.0,22.0,21.0,-74.0,-78.0,137M,137.0,anonymized_sample
954,2026-03-21 12:42:49-05:00,106.0,105.0,22.0,22.0,-75.0,-78.0,154M,154.0,anonymized_sample
955,2026-03-21 14:32:18-05:00,105.0,105.0,22.0,23.0,-75.0,-76.0,137M,137.0,anonymized_sample
956,2026-03-21 16:20:59-05:00,105.0,105.0,22.0,22.0,-74.0,-78.0,137M,137.0,anonymized_sample
957,2026-03-21 18:09:50-05:00,105.0,104.0,22.0,22.0,-74.0,-76.0,137M,137.0,anonymized_sample
958,2026-03-21 19:59:56-05:00,106.0,105.0,22.0,23.0,-74.0,-77.0,154M,154.0,anonymized_sample
959,2026-03-21 21:49:02-05:00,105.0,105.0,22.0,23.0,-74.0,-76.0,137M,137.0,anonymized_sample
960,2026-03-21 23:37:52-05:00,105.0,105.0,21.0,23.0,-77.0,-75.0,137M,137.0,anonymized_sample
961,2026-03-22 01:26:42-05:00,105.0,105.0,22.0,23.0,-74.0,-75.0,137M,137.0,anonymized_sample
962,2026-03-22 03:16:22-05:00,106.0,105.0,21.0,23.0,-75.0,-75.0,154M,154.0,anonymized_sample
963,2026-03-22 05:05:12-05:00,105.0,105.0,22.0,23.0,-75.0,-75.0,137M,137.0,anonymized_sample
964,2026-03-22 06:53:56-05:00,105.0,105.0,22.0,23.0,-74.0,-75.0,137M,137.0,anonymized_sample
965,2026-03-22 08:43:53-05:00,105.0,105.0,21.0,23.0,-77.0,-77.0,137M,137.0,anonymized_sample
966,2026-03-22 10:32:45-05:00,106.0,105.0,21.0,22.0,-76.0,-78.0,154M,154.0,anonymized_sample
967,2026-03-22 12:21:38-05:00,106.0,105.0,21.0,22.0,-76.0,-78.0,154M,154.0,anonymized_sample
968,2026-03-22 14:10:15-05:00,105.0,105.0,22.0,23.0,-76.0,-77.0,137M,137.0,anonymized_sample
969,2026-03-22 15:59:56-05:00,106.0,105.0,22.0,23.0,-75.0,-77.0,154M,154.0,anonymized_sample
970,2026-03-22 17:48:48-05:00,106.0,105.0,22.0,23.0,-75.0,-75.0,154M,154.0,anonymized_sample
971,2026-03-22 19:37:43-05:00,105.0,105.0,21.0,22.0,-76.0,-75.0,137M,137.0,anonymized_sample
972,2026-03-22 21:26:35-05:00,105.0,105.0,21.0,23.0,-77.0,-77.0,137M,137.0,anonymized_sample
973,2026-03-22 23:16:49-05:00,105.0,105.0,21.0,22.0,-77.0,-77.0,137M,137.0,anonymized_sample
974,2026-03-23 01:06:18-05:00,106.0,105.0,21.0,23.0,-75.0,-75.0,154M,154.0,anonymized_sample
975,2026-03-23 02:55:28-05:00,105.0,105.0,21.0,22.0,-75.0,-76.0,137M,137.0,anonymized_sample
976,2026-03-23 04:45:03-05:00,105.0,105.0,21.0,22.0,-76.0,-76.0,137M,137.0,anonymized_sample
977,2026-03-23 06:35:43-05:00,106.0,105.0,22.0,23.0,-76.0,-75.0,154M,154.0,anonymized_sample
978,2026-03-23 08:24:44-05:00,105.0,105.0,20.0,22.0,-77.0,-76.0,137M,137.0,anonymized_sample
979,2026-03-23 10:13:44-05:00,105.0,105.0,21.0,22.0,-75.0,-76.0,137M,137.0,anonymized_sample
980,2026-03-23 12:03:23-05:00,106.0,105.0,21.0,22.0,-77.0,-78.0,154M,154.0,anonymized_sample
981,2026-03-23 13:52:29-05:00,106.0,105.0,22.0,22.0,-76.0,-76.0,154M,154.0,anonymized_sample
982,2026-03-23 15:41:14-05:00,106.0,105.0,21.0,23.0,-76.0,-77.0,154M,154.0,anonymized_sample
983,2026-03-23 17:30:27-05:00,105.0,104.0,22.0,21.0,-76.0,-77.0,137M,137.0,anonymized_sample
984,2026-03-23 19:20:24-05:00,106.0,105.0,22.0,23.0,-74.0,-77.0,154M,154.0,anonymized_sample
985,2026-03-23 21:09:17-05:00,105.0,105.0,22.0,22.0,-74.0,-76.0,137M,137.0,anonymized_sample
986,2026-03-23 22:58:07-05:00,104.0,104.0,22.0,23.0,-75.0,-77.0,103M,103.0,anonymized_sample
987,2026-03-24 00:46:59-05:00,105.0,105.0,21.0,22.0,-76.0,-78.0,137M,137.0,anonymized_sample
988,2026-03-24 02:37:47-05:00,105.0,104.0,21.0,22.0,-75.0,-78.0,137M,137.0,anonymized_sample
989,2026-03-24 04:26:21-05:00,105.0,105.0,22.0,22.0,-74.0,-76.0,137M,137.0,anonymized_sample
990,2026-03-24 06:15:10-05:00,106.0,105.0,22.0,23.0,-74.0,-76.0,154M,154.0,anonymized_sample
991,2026-03-24 08:04:52-05:00,106.0,105.0,21.0,23.0,-77.0,-77.0,154M,154.0,anonymized_sample
992,2026-03-24 09:53:37-05:00,105.0,105.0,21.0,23.0,-77.0,-77.0,137M,137.0,anonymized_sample
993,2026-03-24 11:42:13-05:00,105.0,105.0,22.0,22.0,-74.0,-78.0,137M,137.0,anonymized_sample
994,2026-03-24 13:30:52-05:00,105.0,105.0,20.0,22.0,-77.0,-76.0,137M,137.0,anonymized_sample
995,2026-03-24 15:20:27-05:00,102.0,104.0,21.0,21.0,-76.0,-77.0,51M,51.0,anonymized_sample
996,2026-03-24 17:09:42-05:00,106.0,105.0,20.0,23.0,-76.0,-75.0,154M,154.0,anonymized_sample
997,2026-03-24 18:58:35-05:00,105.0,105.0,22.0,22.0,-74.0,-76.0,137M,137.0,anonymized_sample
998,2026-03-24 20:47:08-05:00,105.0,104.0,21.0,22.0,-75.0,-76.0,137M,137.0,anonymized_sample
999,2026-03-24 22:37:37-05:00,105.0,105.0,22.0,23.0,-74.0,-77.0,137M,137.0,anonymized_sample
1000,2026-03-25 00:26:53-05:00,105.0,105.0,21.0,22.0,-75.0,-76.0,137M,137.0,anonymized_sample
